,Unidad,noIdentificacion,Descripción,Valor Unitario
,pz,FF274           ,"TEE DE FIERRO FUNDIDO DE 14"" X 12""      ",0
,pz,FF275           ,"TEE DE FIERRO FUNDIDO DE 14"" X 14""      ",0
,pz,FF276           ,"TEE DE FIERRO FUNDIDO DE 16"" X 4""       ",0
,pz,FF277           ,"TEE DE FIERRO FUNDIDO DE 16"" X 6""       ",0
,pz,FF278           ,"TEE DE FIERRO FUNDIDO DE 16"" X 8""       ",0
,pz,FF279           ,"TEE DE FIERRO FUNDIDO DE 16"" X 10""      ",0
,pz,FF28            ,"REDUCCION DE FIERRO FUNDIDO 18 ""X 16""   ",0
,pz,FF280           ,"TEE DE FIERRO FUNDIDO DE 16"" X 12""      ",0
,pz,FF281           ,"TEE DE FIERRO FUNDIDO DE 16"" X 14""      ",0
,pz,FF282           ,"TEE DE FIERRO FUNDIDO DE 16"" X 16""      ",0
,pz,FF283           ,"TEE DE FIERRO FUNDIDO DE 18"" X 4""       ",0
,pz,FF284           ,"TEE DE FIERRO FUNDIDO DE 18"" X 6""       ",0
,pz,FF285           ,"TEE DE FIERRO FUNDIDO DE 18"" X 8""       ",0
,pz,FF286           ,"TEE DE FIERRO FUNDIDO DE 18"" X 10""      ",0
,pz,FF287           ,"TEE DE FIERRO FUNDIDO DE 18"" X 12""      ",0
,pz,FF288           ,"TEE DE FIERRO FUNDIDO DE 18"" X 14""      ",0
,pz,FF289           ,"TEE DE FIERRO FUNDIDO DE 18"" X 16""      ",0
,pz,FF29            ,"REDUCCION DE FIERRO FUNDIDO 20"" X 4""    ",0
,pz,FF290           ,"TEE DE FIERRO FUNDIDO DE 18"" X 18""      ",0
,pz,FF291           ,"TEE DE FIERRO FUNDIDO DE 20"" X 4""       ",0
,pz,FF292           ,"TEE DE FIERRO FUNDIDO DE 20"" X 6""       ",0
,pz,FF293           ,"TEE DE FIERRO FUNDIDO DE 20"" X 8""       ",0
,pz,FF294           ,"TEE DE FIERRO FUNDIDO DE 20"" X 10""      ",0
,pz,FF295           ,"TEE DE FIERRO FUNDIDO DE 20"" X 12""      ",0
,pz,FF296           ,"TEE DE FIERRO FUNDIDO DE 20"" X 14""      ",0
,pz,FF297           ,"TEE DE FIERRO FUNDIDO DE 20"" X 16""      ",0
,pz,FF298           ,"TEE DE FIERRO FUNDIDO DE 20"" X 18""      ",0
,pz,FF299           ,"TEE DE FIERRO FUNDIDO DE 20"" X 20""      ",0
,pz,FF30            ,"REDUCCION DE FIERRO FUNDIDO 20 ""X 6""    ",0
,pz,FF300           ,"TEE DE FIERRO FUNDIDO DE 24"" X 4""       ",0
,pz,FF301           ,"TEE DE FIERRO FUNDIDO DE 24"" X 6""       ",0
,pz,FF302           ,"TEE DE FIERRO FUNDIDO DE 24"" X 8""       ",0
,pz,FF303           ,"TEE DE FIERRO FUNDIDO DE 24"" X 10""      ",0
,pz,FF304           ,"TEE DE FIERRO FUNDIDO DE 24"" X 12""      ",0
,pz,FF305           ,"TEE DE FIERRO FUNDIDO DE 24"" X 14""      ",0
,pz,FF306           ,"TEE DE FIERRO FUNDIDO DE 24"" X 16""      ",0
,pz,FF307           ,"TEE DE FIERRO FUNDIDO DE 24"" X 18""      ",0
,pz,FF308           ,"TEE DE FIERRO FUNDIDO DE 24"" X 20""      ",0
,pz,FF309           ,"TEE DE FIERRO FUNDIDO DE 24"" X 24""      ",0
,pz,FF31            ,"REDUCCION DE FIERRO FUNDIDO 20 ""X 8""    ",0
,pz,FF310           ,"TEE DE FIERRO FUNDIDO DE 30"" X 4""       ",0
,pz,FF311           ,"TEE DE FIERRO FUNDIDO DE 30"" X 6""       ",0
,pz,FF312           ,"TEE DE FIERRO FUNDIDO DE 30"" X 8""       ",0
,pz,FF313           ,"TEE DE FIERRO FUNDIDO DE 30"" X 10""      ",0
,pz,FF314           ,"TEE DE FIERRO FUNDIDO DE 30"" X 12""      ",0
,pz,FF315           ,"TEE DE FIERRO FUNDIDO DE 30"" X 14""      ",0
,pz,FF316           ,"TEE DE FIERRO FUNDIDO DE 30"" X 16""      ",0
,pz,FF317           ,"TEE DE FIERRO FUNDIDO DE 30"" X 18""      ",0
,pz,FF318           ,"TEE DE FIERRO FUNDIDO DE 30"" X 20""      ",0
,pz,FF319           ,"TEE DE FIERRO FUNDIDO DE 30"" X 24""      ",0
,pz,FF32            ,"REDUCCION DE FIERRO FUNDIDO 20 ""X 10""   ",0
,pz,FF320           ,"TEE DE FIERRO FUNDIDO DE 30"" X 30""      ",0
,pz,FF321           ,"TEE DE FIERRO FUNDIDO DE 36"" X 6""       ",0
,pz,FF322           ,"TEE DE FIERRO FUNDIDO DE 36"" X 8""       ",0
,pz,FF323           ,"TEE DE FIERRO FUNDIDO DE 36"" X 10""      ",0
,pz,FF324           ,"TEE DE FIERRO FUNDIDO DE 36"" X 12""      ",0
,pz,FF325           ,"TEE DE FIERRO FUNDIDO DE 36"" X 18""      ",0
,pz,FF326           ,"TEE DE FIERRO FUNDIDO DE 36"" X 20""      ",0
,pz,FF327           ,"TEE DE FIERRO FUNDIDO DE 36"" X 24""      ",0
,pz,FF328           ,"TEE DE FIERRO FUNDIDO DE 36"" X 30""      ",0
,pz,FF329           ,"TEE DE FIERRO FUNDIDO DE 36"" X 36""      ",0
,pz,FF33            ,"REDUCCION DE FIERRO FUNDIDO 20 ""X 12""   ",0
,pz,FF330           ,"REDUCCION DE FIERRO FUNDIDO 21/2 ""X 2""  ",0
,pz,FF331           ,"REDUCCION DE FIERRO FUNDIDO 3 ""X 2""     ",0
,pz,FF332           ,"REDUCCION DE FIERRO FUNDIDO 3 ""X 21/2""  ",0
,pz,FF333           ,"REDUCCION DE FIERRO FUNDIDO 4 ""X 2""     ",0
,pz,FF334           ,"REDUCCION DE FIERRO FUNDIDO 4 ""X 21/2""  ",0
,pz,FF335           ,"REDUCCION DE FIERRO FUNDIDO 4 ""X 3""     ",0
,pz,FF336           ,"REDUCCION DE FIERRO FUNDIDO 6 ""X 2""     ",0
,pz,FF337           ,"REDUCCION DE FIERRO FUNDIDO 6 ""X 21/2""  ",0
,pz,FF338           ,"REDUCCION DE FIERRO FUNDIDO 6 ""X 3""     ",0
,pz,FF339           ,"REDUCCION DE FIERRO FUNDIDO 6 ""X 4""     ",0
,pz,FF34            ,"REDUCCION DE FIERRO FUNDIDO 20 ""X 14""   ",0
,pz,FF340           ,"REDUCCION DE FIERRO FUNDIDO 8 ""X 2""     ",0
,pz,FF341           ,"REDUCCION DE FIERRO FUNDIDO 8 ""X 21/2""  ",0
,pz,FF342           ,"REDUCCION DE FIERRO FUNDIDO 8 ""X 3""     ",0
,pz,FF343           ,"REDUCCION DE FIERRO FUNDIDO 8 ""X 4""     ",0
,pz,FF344           ,"REDUCCION DE FIERRO FUNDIDO 8 ""X 6""     ",0
,pz,FF345           ,"REDUCCION DE FIERRO FUNDIDO 10 ""X 2""    ",0
,pz,FF346           ,"REDUCCION DE FIERRO FUNDIDO 10 ""X 21/2"" ",0
,pz,FF347           ,"REDUCCION DE FIERRO FUNDIDO 10 ""X 3""    ",0
,pz,FF348           ,"REDUCCION DE FIERRO FUNDIDO 10 ""X 4""    ",0
,pz,FF35            ,"REDUCCION DE FIERRO FUNDIDO 20 ""X 16""   ",0
,pz,FF36            ,"REDUCCION DE FIERRO FUNDIDO 20 ""X 18""   ",0
,pz,FF37            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 4""    ",0
,pz,FF38            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 6""    ",0
,pz,FF39            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 8""    ",0
,pz,FF40            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 10""   ",0
,pz,FF41            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 12""   ",0
,pz,FF42            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 14""   ",0
,pz,FF43            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 16""   ",0
,pz,FF44            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 18""   ",0
,pz,FF45            ,"REDUCCION DE FIERRO FUNDIDO 24 ""X 20""   ",0
,pz,FF46            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 4""    ",0
,pz,FF47            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 6""    ",0
,pz,FF48            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 8""    ",0
,pz,FF49            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 10""   ",0
,pz,FF50            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 12""   ",0
,pz,FF51            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 14""   ",0
,pz,FF52            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 16""   ",0
,pz,FF53            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 18""   ",0
,pz,FF54            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 20""   ",0
,pz,FF55            ,"REDUCCION DE FIERRO FUNDIDO 30 ""X 24""   ",0
,pz,FF56            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 6""    ",0
,pz,FF57            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 8""    ",0
,pz,FF58            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 10""   ",0
,pz,FF59            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 12""   ",0
,pz,FF60            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 14""   ",0
,pz,FF61            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 16""   ",0
,pz,FF62            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 18""   ",0
,pz,FF63            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 20""   ",0
,pz,FF64            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 24""   ",0
,pz,FF65            ,"REDUCCION DE FIERRO FUNDIDO 36 ""X 30""   ",0
,pz,FF66            ,"CRUZ DE FIERRO FUNDIDO 2"" X 2""          ",0
,pz,FF67            ,"CRUZ DE FIERRO FUNDIDO 21/2"" X 2""       ",0
,pz,FF68            ,"CRUZ DE FIERRO FUNDIDO 21/2"" X 21/2""    ",0
,pz,FF69            ,"CRUZ DE FIERRO FUNDIDO 3"" X 2""          ",0
,pz,FF70            ,"CRUZ DE FIERRO FUNDIDO 3"" X 21/2""       ",0
,pz,FF71            ,"CRUZ DE FIERRO FUNDIDO 3"" X 3""          ",0
,pz,FF72            ,"CRUZ DE FIERRO FUNDIDO 4"" X 2""          ",0
,pz,FF73            ,"CRUZ DE FIERRO FUNDIDO 4"" X 21/2""       ",0
,pz,FF74            ,"CRUZ DE FIERRO FUNDIDO 4"" X 3""          ",0
,pz,FF75            ,"CRUZ DE FIERRO FUNDIDO 4"" X 4""          ",0
,pz,FF76            ,"CRUZ DE FIERRO FUNDIDO 6"" X 2""          ",0
,pz,FF77            ,"CRUZ DE FIERRO FUNDIDO 6"" X 21/2""       ",0
,pz,FF78            ,"CRUZ DE FIERRO FUNDIDO 6"" X 3""          ",0
,pz,FF79            ,"CRUZ DE FIERRO FUNDIDO 6"" X 4""          ",0
,pz,FF80            ,"CRUZ DE FIERRO FUNDIDO 6"" X 6""          ",0
,pz,FF81            ,"CRUZ DE FIERRO FUNDIDO 8"" X 2""          ",0
,pz,FF82            ,"CRUZ DE FIERRO FUNDIDO 8"" X 21/2""       ",0
,pz,FF83            ,"CRUZ DE FIERRO FUNDIDO 8"" X 3""          ",0
,pz,FF84            ,"CRUZ DE FIERRO FUNDIDO 8"" X 4""          ",0
,pz,FF85            ,"CRUZ DE FIERRO FUNDIDO 8"" X 6""          ",0
,pz,FF86            ,"CRUZ DE FIERRO FUNDIDO 8"" X 8""          ",0
,pz,FF87            ,"CRUZ DE FIERRO FUNDIDO 10"" X 2""         ",0
,pz,FF88            ,"CRUZ DE FIERRO FUNDIDO 10"" X 21/2""      ",0
,pz,FF89            ,"CRUZ DE FIERRO FUNDIDO 10"" X 3""         ",0
,pz,FF90            ,"CRUZ DE FIERRO FUNDIDO 10"" X 4""         ",0
,pz,FF91            ,"CRUZ DE FIERRO FUNDIDO 10"" X 6""         ",0
,pz,FF92            ,"CRUZ DE FIERRO FUNDIDO 10"" X 8""         ",0
,pz,FF93            ,"CRUZ DE FIERRO FUNDIDO 10"" X 10""        ",0
,pz,FF94            ,"CRUZ DE FIERRO FUNDIDO 12"" X 3""         ",0
,pz,FF95            ,"CRUZ DE FIERRO FUNDIDO 12"" X 4""         ",0
,pz,FF96            ,"CRUZ DE FIERRO FUNDIDO 12"" X 6""         ",0
,pz,FF97            ,"CRUZ DE FIERRO FUNDIDO 12"" X 8""         ",0
,pz,FF98            ,"CRUZ DE FIERRO FUNDIDO 12"" X 10""        ",0
,pz,FF99            ,"CRUZ DE FIERRO FUNDIDO 12"" X 12""        ",0
,pz,MTE01           ,CABLE THW CAL.2 KOBREX MT               ,0
,pz,MTE02           ,CABLE THW CAL.4 KOBREX MT               ,0
,pz,MTE03           ,CABLE THW CAL.6 KOBREX  MT.             ,0
,pz,MTE04           ,CABLE THW CAL.8 KOBREX MT.              ,0
,pz,MTE05           ,CABLE THW CAL.10 KOBREX MT.             ,0
,pz,MTE06           ,CABLE THW CAL.12 KOBREX MT.             ,0
,pz,MTE07           ,CABLE THW CAL.14 KOBREX MT              ,0
,pz,MTE08           ,CABLE THW CAL.16 KOBREX MT.             ,0
,pz,MTE09           ,CORDON POT 12 KOBREX MT                 ,0
,pz,MTE10           ,CORDON POT 14 KOBREX MT                 ,0
,pz,MTE11           ,CORDON POT 16 KOBREX MT.                ,0
,pz,MTE12           ,CORDON POT 18 KOBREX MT                 ,0
,pz,MTE13           ,SOQUET DE PORCELANA DE 8 X 8            ,0
,pz,MTE14           ,SOQUET DE PORCELANA DE 10 X 10          ,0
,pz,MTE15           ,"TUBO CONDUIT GALV. P/DELGADA 1/2"" S/COPL",0
,pz,MTE16           ,"TUBO CONDUIT GALV. P/DELGADA 3/4"" S/COPL",0
,pz,MTE17           ,"TUBO CONDUIT GALV. P/DELGADA 1"" S/COPLE ",0
,pz,MTE18           ,"TUBO CONDUIT GALV. P/DELGADA 11/4""S/COP ",0
,pz,MTE19           ,"TUBO CONDUIT GALV. P/DELGADA 11/2"" S/COP",0
,pz,MTE20           ,"TUBO CONDUIT GALV. P/DELGADA 2"" S/COPLE ",0
,pz,MTE21           ,"COPLE CONDUIT GALV. P/DELGADA 1/2""      ",0
,pz,MTE22           ,"COPLE CONDUIT GALV. P/DELGADA 3/4""      ",0
,pz,PCV11           ,"COPLE DE CPVC DE 11/2""                  ",0
,pz,PSI01           ,"TUBO PVC HCO. S.I. DE 1 1/2"" RD-26      ",0
,pz,PSI02           ,"TUBO PVC HCO. S.I. DE 2"" RD-26          ",0
,pz,PSI03           ,"TUBO PVC HCO. S.I. DE 2 1/2"" RD-26      ",0
,pz,PSI04           ,"TUBO PVC HCO. S.I. DE 3"" RD-26          ",0
,pz,PSI05           ,"TUBO PVC HCO. S.I. DE 4"" RD-26          ",0
,pz,PSI06           ,"TUBO PVC HCO. S.I. DE 6"" RD-26          ",0
,pz,PSI07           ,"TUBO PVC HCO. S.I. DE 1 1/2"" RD-32.5    ",0
,pz,PSI08           ,"TUBO PVC HCO. S.I. DE 2"" RD-32.5        ",0
,pz,PSI09           ,"TUBO PVC HCO. S.I. DE 2 1/2"" RD-32.5    ",0
,pz,PSI10           ,"TUBO PVC HCO. S.I. DE 3"" RD-32.5        ",0
,pz,PSI100          ,"REDUC. CAMP.PVC HCO. S.I. DE 8""X2""      ",0
,pz,PSI101          ,"REDUC. CAMP.PVC HCO. S.I. DE 8""X2 1/2   ",0
,pz,PSI102          ,"REDUC. CAMP.PVC HCO. S.I. DE 8""X3""      ",0
,pz,PSI103          ,"REDUC. CAMP.PVC HCO. S.I. DE 8""X4""      ",0
,pz,PSI104          ,"REDUC. CAMP.PVC HCO. S.I. DE 8""X6""      ",0
,pz,PSI105          ,"REDUC. ESP.PVC HCO. S.I. DE 2""X1 1/2""   ",0
,pz,PSI106          ,"REDUC. ESP.PVC HCO. S.I. DE 2 1/2""X2""   ",0
,pz,PSI107          ,"REDUC. ESP.PVC HCO. S.I. DE 3""X 2""      ",0
,pz,PSI108          ,"REDUC. ESP.PVC HCO. S.I. DE 3""X2 1/2""   ",0
,pz,PSI109          ,"REDUC. ESP.PVC HCO. S.I. DE 4""X 2""      ",0
,pz,PSI11           ,"TUBO PVC HCO. S.I. DE 4"" RD-32.5        ",0
,pz,PSI110          ,"REDUC. ESP.PVC HCO. S.I. DE 4""X2 1/2""   ",0
,pz,PSI111          ,"REDUC. ESP.PVC HCO. S.I. DE 4""X 3""      ",0
,pz,PSI112          ,"REDUC. ESP.PVC HCO. S.I. DE 6""X 2""      ",0
,pz,PSI113          ,"REDUC. ESP.PVC HCO. S.I. DE 6""X 2 1/2   ",0
,pz,PSI114          ,"REDUC. ESP.PVC HCO. S.I. DE 6""X 3""      ",0
,pz,PSI115          ,"REDUC. ESP.PVC HCO. S.I. DE 6""X 4""      ",0
,pz,PSI116          ,"REDUC. ESP.PVC HCO. S.I. DE 8""X 2""      ",0
,pz,PSI117          ,"REDUC. ESP.PVC HCO. S.I. DE 8""X 2 1/2   ",0
,pz,PSI118          ,"REDUC. ESP.PVC HCO. S.I. DE 8""X 3""      ",0
,pz,PSI119          ,"REDUC. ESP.PVC HCO. S.I. DE 8""X 4""      ",0
,pz,PSI12           ,"TUBO PVC HCO. S.I. DE 6"" RD-32.5        ",0
,pz,PSI120          ,"REDUC. ESP.PVC HCO. S.I. DE 8""X 6""      ",0
,pz,PSI121          ,"CRUZ PVC HCO. S.I. DE 1 1/2""X 1 1/2""    ",0
,pz,PSI122          ,"CRUZ PVC HCO. S.I. DE 2""X 1 1/2""        ",0
,pz,PSI123          ,"CRUZ PVC HCO. S.I. DE 2""X 2""            ",0
,pz,PSI124          ,"CRUZ PVC HCO. S.I. DE 2 1/2""X 2""        ",0
,pz,PSI125          ,"CRUZ PVC HCO. S.I. DE 2 1/2""X 2 1/2""    ",0
,pz,PSI126          ,"CRUZ PVC HCO. S.I. DE 3 ""X 2""           ",0
,pz,PSI127          ,"CRUZ PVC HCO. S.I. DE 3""X 2 1/2""        ",0
,pz,PSI128          ,"CRUZ PVC HCO. S.I. DE 3""X 3""            ",0
,pz,PSI129          ,"CRUZ PVC HCO. S.I. DE 4""X 2""            ",0
,pz,PSI13           ,"TUBO PVC HCO. S.I. DE 2"" RD-41          ",0
,pz,PSI130          ,"CRUZ PVC HCO. S.I. DE 4""X 2 1/2""        ",0
,pz,PSI131          ,"CRUZ PVC HCO. S.I. DE 4""X 3""            ",0
,pz,PSI132          ,"CRUZ PVC HCO. S.I. DE 4""X 4""            ",0
,pz,PSI133          ,"CRUZ PVC HCO. S.I. DE 6"" X 2""           ",0
,pz,PSI134          ,"CRUZ PVC HCO. S.I. DE 6"" X 2 1/2""       ",0
,pz,PSI135          ,"CRUZ PVC HCO. S.I. DE 6"" X 3""           ",0
,pz,PSI136          ,"CRUZ PVC HCO. S.I. DE 6"" X 4""           ",0
,pz,PSI137          ,"CRUZ PVC HCO. S.I. DE 6"" X 6""           ",0
,pz,PSI138          ,"CRUZ PVC HCO. S.I. DE 8"" X 2""           ",0
,pz,PSI139          ,"CRUZ PVC HCO. S.I. DE 8"" X 2 1/2""       ",0
,pz,PSI14           ,"TUBO PVC HCO. S.I. DE 2 1/2"" RD-41      ",0
,pz,PSI140          ,"CRUZ PVC HCO. S.I. DE 8"" X 3""           ",0
,pz,PSI141          ,"CRUZ PVC HCO. S.I. DE 8"" X 4""           ",0
,pz,PSI142          ,"CRUZ PVC HCO. S.I. DE 8"" X 6""           ",0
,pz,PSI143          ,"CRUZ PVC HCO. S.I. DE 8"" X 8""           ",0
,pz,PSI144          ,"TEE PVC HCO. S.I. DE 1 1/2"" X 1 1/2""    ",0
,pz,PSI145          ,"TEE PVC HCO. S.I. DE 2"" X 1 1/2""        ",0
,pz,PSI146          ,"TEE PVC HCO. S.I. DE 2"" X 2""            ",0
,pz,PSI147          ,"TEE PVC HCO. S.I. DE 2 1/2"" X 2""        ",0
,pz,PSI148          ,"TEE PVC HCO. S.I. DE 2 1/2"" X 2 1/2""    ",0
,pz,PSI149          ,"TEE PVC HCO. S.I. DE 3"" X 2""            ",0
,pz,PSI15           ,"TUBO PVC HCO. S.I. DE 3"" RD-41          ",0
,pz,PSI150          ,"TEE PVC HCO. S.I. DE 3"" X 2 1/2""        ",0
,pz,PSI151          ,"TEE PVC HCO. S.I. DE 3"" X 3""            ",0
,pz,PSI152          ,"TEE PVC HCO. S.I. DE 4"" X 2""            ",0
,pz,PSI153          ,"TEE PVC HCO. S.I. DE 4"" X 2 1/2""        ",0
,pz,PSI154          ,"TEE PVC HCO. S.I. DE 4"" X 3""            ",0
,pz,PSI155          ,"TEE PVC HCO. S.I. DE 4"" X 4""            ",0
,pz,PSI156          ,"TEE PVC HCO. S.I. DE 6"" X 2""            ",0
,pz,PSI157          ,"TEE PVC HCO. S.I. DE 6"" X 2 1/2""        ",0
,pz,PSI158          ,"TEE PVC HCO. S.I. DE 6"" X 3""            ",0
,pz,PSI159          ,"TEE PVC HCO. S.I. DE 6"" X 4""            ",0
,pz,PSI16           ,"TUBO PVC HCO. S.I. DE 4"" RD-41          ",0
,pz,PSI160          ,"TEE PVC HCO. S.I. DE 6"" X 6""            ",0
,pz,PSI161          ,"TEE PVC HCO. S.I. DE 8"" X 1 1/2""        ",0
,pz,PSI162          ,"TEE PVC HCO. S.I. DE 8"" X 2""            ",0
,pz,PSI163          ,"TEE PVC HCO. S.I. DE 8"" X 2 1/2""        ",0
,pz,PSI164          ,"TEE PVC HCO. S.I. DE 8"" X 3""            ",0
,pz,PSI165          ,"TEE PVC HCO. S.I. DE 8"" X 4""            ",0
,pz,PSI166          ,"TEE PVC HCO. S.I. DE 8"" X 6""            ",0
,pz,PSI167          ,"TEE PVC HCO. S.I. DE 8"" X 8""            ",0
,pz,PSI168          ,"ABRAZADERA HCA. DE 1 1/2"" X 1/2""        ",0
,pz,PSI169          ,"ABRAZADERA HCA. DE 2"" X 1/2""            ",0
